#:unix_secs,unix_nsecs,sysuptime,exaddr,dpkts,doctets,first,last,engine_type,engine_id,srcaddr,dstaddr,nexthop,input,output,srcport,dstport,prot,tos,tcp_flags,src_mask,dst_mask,src_as,dst_as
1646290800,639432000,3475215928,128.138.82.154,224,44647,3474835336,3474898226,1,2,10.199.156.212,10.199.200.114,0.0.0.0,2305,2305,50340,5247,17,0,0,0,0,0,0
1646290800,639432000,3475215928,128.138.82.154,28,1525,3474835274,3474898215,1,2,172.20.144.202,128.138.68.26,0.0.0.0,2305,2305,502,58302,6,0,24,0,0,0,0
1646290800,639432000,3475215928,128.138.82.154,22,6492,3474835412,3474897626,1,2,10.199.158.103,10.199.200.114,0.0.0.0,2305,2305,58004,5247,17,0,0,0,0,0,0
1646290800,639432000,3475215928,128.138.82.154,12,2505,3474832323,3474893414,1,2,10.199.157.171,10.199.200.114,0.0.0.0,2305,2305,62539,5247,17,0,0,0,0,0,0
1646290800,639432000,3475215928,128.138.82.154,150,30525,3474833929,3474893107,1,2,172.20.208.78,10.199.200.68,0.0.0.0,2305,2305,45732,5247,17,0,0,0,0,0,0
1646290800,639432000,3475215928,128.138.82.154,33,9238,3474834985,3474895476,1,2,198.11.30.189,142.250.72.66,0.0.0.0,2305,0,50583,443,17,0,0,0,0,0,0
1646290800,639432000,3475215928,128.138.82.154,182,28231,3474835302,3474894563,1,2,10.199.159.193,10.199.200.114,0.0.0.0,2305,2305,57385,5247,17,0,0,0,0,0,0
1646290800,639432000,3475215928,128.138.82.154,32,31232,3474834153,3474885395,1,2,172.20.156.236,172.20.6.46,0.0.0.0,2305,2305,554,60169,6,0,24,0,0,0,0
